ts,account,symbol,side,size_usd,size_tokens,collateral,entry_price,current_price,pnl,liquidation_price,leverage,is_liquidatable,opened_at
1768308640023934000,21,ETH-USD,Sell,764791428,244366537231437515,254165685,3129689672,3131805542,-1048962,4076967311,3,false,1768308630
1768308640023934000,34,ETH-USD,Buy,1935459162,617576532801959506,965794122,3133958399,3131805542,-2673838,1639678093,2,false,1768308634
1768308640023934000,22,ETH-USD,Buy,391478004,124914869362948426,130179486,3133958399,3131805542,-540827,2154491967,3,false,1768308630
1768308640023934000,36,ETH-USD,Buy,3759400714,1199569437169300013,1876692837,3133958400,3131805542,-5193617,1660312058,2,false,1768308635
1768308640023934000,26,ETH-USD,Buy,786087831,250829057351504428,261400407,3133958399,3131805542,-1085981,2154491969,3,false,1768308630
1768308640023934000,35,ETH-USD,Sell,2220439110,709491240091134341,1107999116,3129621599,3131805542,-3093844,4580259756,2,false,1768308634
1768308642023934000,40,ETH-USD,Buy,6047496144,1929667012810380635,3018910076,3133958400,3131920000,-7912892,1689255987,2,false,1768308638
1768308642023934000,27,ETH-USD,Sell,895701672,286195043466215253,297671523,3129689672,3131920000,-1228514,4076332095,3,false,1768308630
1768308642023934000,42,ETH-USD,Buy,5436814420,1734794259453898145,2712970396,3133982252,3131920000,-7155165,1682347733,2,false,1768308640
1768308642023934000,32,ETH-USD,Buy,2167213172,691525826472848467,1081872816,3133958399,3131920000,-2835706,1642328080,2,false,1768308633
1768308642023934000,43,ETH-USD,Sell,5605931920,1791244975340257858,2798481215,3129628831,3131920000,-7798041,4539518542,2,false,1768308640
1768308642023934000,24,ETH-USD,Buy,315061497,100531486665723286,104768450,3133958399,3131920000,-412244,2154491975,3,false,1768308630
1768308642023934000,33,ETH-USD,Sell,1648898460,526861263790562925,822800332,3129663486,3131920000,-2275389,4588479580,2,false,1768308633
1768308642023934000,30,ETH-USD,Buy,2159392672,689030420023772625,1077968822,3133958399,3131920000,-2825473,1642239726,2,false,1768308632
1768308642023934000,31,ETH-USD,Sell,2384884002,762019321779575045,1190057117,3129689672,3131920000,-3271028,4579304339,2,false,1768308632
1768308642023934000,37,ETH-USD,Sell,3643211306,1164106007576123580,1817962442,3129621599,3131920000,-5076261,4563452401,2,false,1768308635
1768308642023934000,25,ETH-USD,Sell,494828196,158107751151466959,164447904,3129689672,3131920000,-678690,4081350533,3,false,1768308630
1768308642023934000,23,ETH-USD,Sell,846218853,270384268542780855,281226733,3129689672,3131920000,-1160645,4076951560,3,false,1768308630
1768308642023934000,20,ETH-USD,Buy,397739301,126911791139269029,132182028,3133982252,3131920000,-523448,2155135133,3,false,1768308641
1768308642023934000,41,ETH-USD,Sell,4168395814,1332060645319313083,2080029512,3129283811,3131920000,-6258607,4556386061,2,false,1768308638
1768308642023934000,21,ETH-USD,Sell,702777162,224556073491592885,233696833,3129628831,3131920000,-977586,4079293961,3,false,1768308641
1768308642023934000,34,ETH-USD,Buy,1935459162,617576532801959506,965794122,3133958399,3131920000,-2532465,1640369629,2,false,1768308634
1768308642023934000,22,ETH-USD,Buy,391478004,124914869362948426,130179486,3133958399,3131920000,-512232,2154491974,3,false,1768308630
1768308642023934000,36,ETH-USD,Buy,3759400714,1199569437169300013,1876692837,3133958400,3131920000,-4919016,1661155677,2,false,1768308635
1768308642023934000,26,ETH-USD,Buy,786087831,250829057351504428,261400407,3133958399,3131920000,-1028562,2154491976,3,false,1768308630
1768308642023934000,35,ETH-USD,Sell,2220439110,709491240091134341,1107999116,3129621599,3131920000,-3093844,4581263351,2,false,1768308634
1768308644023934000,40,ETH-USD,Buy,6047496144,1929667012810380635,3018910076,3133958400,3132000000,-7953091,1691611753,2,false,1768308638
1768308644023934000,27,ETH-USD,Sell,895701672,286195043466215253,297671523,3129689672,3132000000,-1280268,4078919945,3,false,1768308630
1768308644023934000,42,ETH-USD,Buy,5436814420,1734794259453898145,2712970396,3133982252,3132000000,-7191305,1684677051,2,false,1768308640
1768308644023934000,32,ETH-USD,Buy,2167213172,691525826472848467,1081872816,3133958399,3132000000,-2850111,1644261964,2,false,1768308633
1768308644023934000,43,ETH-USD,Sell,5605931920,1791244975340257858,2798481215,3129628831,3132000000,-8121956,4542106334,2,false,1768308640
1768308644023934000,24,ETH-USD,Buy,403391295,128715245513138917,134060374,3133982252,3132000000,-533567,2155135133,3,false,1768308643
1768308644023934000,33,ETH-USD,Sell,1648898460,526861263790562925,822800332,3129663486,3132000000,-2370663,4591067404,2,false,1768308633
1768308644023934000,30,ETH-USD,Buy,2159392672,689030420023772625,1077968822,3133958399,3132000000,-2839827,1644171226,2,false,1768308632
1768308644023934000,31,ETH-USD,Sell,2384884002,762019321779575045,1190057117,3129689672,3132000000,-3408825,4581892188,2,false,1768308632
1768308644023934000,37,ETH-USD,Sell,3643211306,1164106007576123580,1817962442,3129621599,3132000000,-5286768,4566040187,2,false,1768308635
1768308644023934000,25,ETH-USD,Sell,686516862,219344429451686378,228289741,3129857747,3132000000,-944351,4082383897,3,false,1768308643
1768308644023934000,23,ETH-USD,Sell,846218853,270384268542780855,281226733,3129689672,3132000000,-1209539,4079539409,3,false,1768308630
1768308644023934000,20,ETH-USD,Buy,397739301,126911791139269029,132182028,3133982252,3132000000,-526092,2155135148,3,false,1768308641
1768308644023934000,41,ETH-USD,Sell,4168395814,1332060645319313083,2080029512,3129283811,3132000000,-6499486,4558973568,2,false,1768308638
1768308644023934000,21,ETH-USD,Sell,702777162,224556073491592885,233696833,3129628831,3132000000,-1018193,4081881753,3,false,1768308641
1768308644023934000,34,ETH-USD,Buy,1935459162,617576532801959506,965794122,3133958399,3132000000,-2545331,1642224787,2,false,1768308634
