ts,account,symbol,side,size_usd,collateral,execution_price,leverage,order_type,pnl
1768309018523934000,21,ETH-USD,Sell,682386252,226779698,3130066871,0,Decrease,-961682
1768309019023934000,20,ETH-USD,Buy,395640450,131484510,3130066871,3,Increase,0
1768309019023934000,21,ETH-USD,Sell,533989407,177569278,3130066871,3,Increase,0
1768309019823934000,22,ETH-USD,Buy,561559221,186737160,3130066871,0,Decrease,-947487
1768309019823934000,23,ETH-USD,Sell,703044597,233645155,3130066871,0,Decrease,-1125016
1768309020423934000,23,ETH-USD,Sell,795019998,264370651,3130000000,3,Increase,0
1768309020423934000,22,ETH-USD,Buy,788760000,262131240,3130000000,3,Increase,0
1768309023523934000,37,ETH-USD,Sell,4108159824,2049971753,3129999999,0,Decrease,-5343844
1768309023523934000,36,ETH-USD,Buy,4105968638,2049699545,3129999999,0,Decrease,-6029228
1768309024023934000,51,ETH-USD,Sell,7333118170,3660692591,3129999999,0,Decrease,-8019735
1768309024023934000,50,ETH-USD,Buy,10558296806,5268590107,3129970000,0,Decrease,-21051724
1768309027023934000,37,ETH-USD,Sell,2782224238,1388329895,3129963144,2,Increase,0
1768309027023934000,36,ETH-USD,Buy,2602564354,1299200126,3129963144,2,Increase,0
1768309028423934000,25,ETH-USD,Sell,483919641,160822628,3129966398,0,Decrease,-652341
1768309028423934000,24,ETH-USD,Buy,927773493,308515613,3129966398,0,Decrease,-1351933
1768309029023934000,21,ETH-USD,Sell,533989407,177569278,3129966398,0,Decrease,-816909
1768309029023934000,20,ETH-USD,Buy,395640450,131484510,3129966398,0,Decrease,-629681
1768309029123934000,25,ETH-USD,Sell,579043782,192435551,3129966398,3,Increase,0
1768309029123934000,24,ETH-USD,Buy,497038662,165281924,3129966398,3,Increase,0
1768309029523934000,20,ETH-USD,Buy,935859951,311204630,3129966398,3,Increase,0
1768309029523934000,21,ETH-USD,Sell,654788970,217608202,3129966398,3,Increase,0
1768309032823934000,27,ETH-USD,Sell,991002321,329343105,3130102891,0,Decrease,-1251393
1768309032823934000,26,ETH-USD,Buy,885829617,294567876,3130102891,0,Decrease,-1138159
1768309033623934000,26,ETH-USD,Buy,1195073283,397401703,3130102891,3,Increase,0
1768309033623934000,27,ETH-USD,Sell,1146243678,380934983,3130102891,3,Increase,0
1768309035423934000,23,ETH-USD,Sell,795019998,264370651,3130074882,0,Decrease,-1110890
1768309035423934000,22,ETH-USD,Buy,788760000,262131240,3130074882,0,Decrease,-1062837
1768309036023934000,23,ETH-USD,Sell,815697513,271083474,3130074882,3,Increase,0
1768309036023934000,22,ETH-USD,Buy,699258726,232526836,3130074882,3,Increase,0
1768309036023934000,51,ETH-USD,Sell,7505878128,3745433186,3130057602,2,Increase,0
1768309036023934000,50,ETH-USD,Buy,11124224716,5553212979,3130057602,2,Increase,0
1768309039523934000,21,ETH-USD,Sell,654788970,217608202,3130142988,0,Decrease,-1051494
1768309039523934000,20,ETH-USD,Buy,935859951,311204630,3130142988,0,Decrease,-1395023
1768309040023934000,20,ETH-USD,Buy,641053281,213043374,3130142988,3,Increase,0
1768309040023934000,21,ETH-USD,Sell,477679200,158844257,3130270000,3,Increase,0
1768309041723934000,25,ETH-USD,Sell,579043782,192435551,3130270000,0,Decrease,-894070
1768309041723934000,24,ETH-USD,Buy,497038662,165281924,3130270000,0,Decrease,-669921
1768309042423934000,24,ETH-USD,Buy,758151393,251958980,3130270000,3,Increase,0
1768309042423934000,25,ETH-USD,Sell,877727706,291873720,3130270000,3,Increase,0
1768309046023934000,31,ETH-USD,Sell,1763833888,880153111,3130240000,0,Decrease,-2385663
1768309046023934000,30,ETH-USD,Buy,2738872498,1367245152,3130240000,0,Decrease,-3524864
1768309048023934000,30,ETH-USD,Buy,3026980760,1510463400,3130280000,2,Increase,0
1768309048023934000,31,ETH-USD,Sell,3031651966,1513400662,3130255000,2,Increase,0
1768309050023934000,21,ETH-USD,Sell,477679200,158844257,3130255000,0,Decrease,-646850
1768309050023934000,20,ETH-USD,Buy,641053281,213043374,3130255000,0,Decrease,-912553
1768309050523934000,20,ETH-USD,Buy,480807135,159788238,3130254799,3,Increase,0
1768309050523934000,21,ETH-USD,Sell,535899621,178097308,3130254799,3,Increase,0
1768309051023934000,23,ETH-USD,Sell,815697513,271083474,3130254799,0,Decrease,-1133135
1768309051023934000,22,ETH-USD,Buy,699258726,232526836,3130254799,0,Decrease,-889788
1768309051623934000,23,ETH-USD,Sell,872088987,289824241,3130254799,3,Increase,0
1768309051623934000,22,ETH-USD,Buy,568454271,189029994,3130254799,3,Increase,0
1768309052023934000,27,ETH-USD,Sell,1146243678,380934983,3130254799,0,Decrease,-1571762
1768309052023934000,26,ETH-USD,Buy,1195073283,397401703,3130255651,0,Decrease,-1520049
1768309052823934000,27,ETH-USD,Sell,904017831,300435260,3130255651,3,Increase,0
1768309052823934000,26,ETH-USD,Buy,679265475,225878413,3130255651,3,Increase,0
1768309055023934000,24,ETH-USD,Buy,758151393,251958980,3130276260,0,Decrease,-1022233
1768309055023934000,25,ETH-USD,Sell,877727706,291873720,3130276260,0,Decrease,-1188577
1768309055723934000,25,ETH-USD,Sell,823262655,273597623,3130276260,3,Increase,0
1768309055723934000,24,ETH-USD,Buy,728102256,242118271,3130276260,3,Increase,0
1768309058023934000,33,ETH-USD,Sell,2690260784,1342440132,3130315000,0,Decrease,-4071177
1768309058023934000,32,ETH-USD,Buy,2671480604,1333603118,3130379999,0,Decrease,-3460959
1768309060523934000,21,ETH-USD,Sell,535899621,178097308,3130355825,0,Decrease,-786226
1768309060523934000,20,ETH-USD,Buy,480807135,159788238,3130355825,0,Decrease,-673424
1768309060523934000,32,ETH-USD,Buy,3081835308,1537835819,3130355825,2,Increase,0
1768309060523934000,33,ETH-USD,Sell,3092791554,1543921544,3130355825,2,Increase,0
1768309061023934000,20,ETH-USD,Buy,657374721,218599008,3130355825,3,Increase,0
1768309061023934000,21,ETH-USD,Sell,537169059,178519184,3130355825,3,Increase,0
1768309066623934000,22,ETH-USD,Buy,568454271,189029994,3130385030,0,Decrease,-736059
1768309066623934000,23,ETH-USD,Sell,872088987,289824241,3130385030,0,Decrease,-1203373
1768309067223934000,22,ETH-USD,Buy,611677233,203280734,3130385030,3,Increase,0
1768309067223934000,23,ETH-USD,Sell,751918482,249887576,3130385030,3,Increase,0
1768309068323934000,24,ETH-USD,Buy,728102256,242118271,3130395030,0,Decrease,-962124
1768309068323934000,25,ETH-USD,Sell,823262655,273597623,3130395030,0,Decrease,-1151854
1768309069023934000,25,ETH-USD,Sell,551575602,183306959,3130395030,3,Increase,0
1768309069023934000,24,ETH-USD,Buy,848337051,282100348,3130395030,3,Increase,0
1768309071023934000,20,ETH-USD,Buy,657374721,218599008,3130400475,0,Decrease,-936518
1768309071023934000,21,ETH-USD,Sell,537169059,178519184,3130400475,0,Decrease,-781756
1768309071223934000,27,ETH-USD,Sell,904017831,300435260,3130400475,0,Decrease,-1280167
1768309071223934000,26,ETH-USD,Buy,679265475,225878413,3130400475,0,Decrease,-897778
1768309071523934000,20,ETH-USD,Buy,391300059,130042053,3130400475,3,Increase,0
1768309071523934000,21,ETH-USD,Sell,409456380,136157895,3130400475,3,Increase,0
1768309072023934000,27,ETH-USD,Sell,1064336160,353714384,3130400475,3,Increase,0
1768309072023934000,34,ETH-USD,Buy,2153570900,1075062594,3130400475,0,Decrease,-2795074
1768309072023934000,35,ETH-USD,Sell,2394472950,1194842003,3130615000,0,Decrease,-3895357
1768309072023934000,26,ETH-USD,Buy,973621263,323761524,3130615000,3,Increase,0
1768309075023934000,34,ETH-USD,Buy,2844218264,1419264914,3130675030,2,Increase,0
1768309075023934000,35,ETH-USD,Sell,3071192204,1533139149,3130675030,2,Increase,0
1768309078023934000,31,ETH-USD,Sell,3031651966,1513400662,3130580000,0,Decrease,-4774214
1768309078023934000,30,ETH-USD,Buy,3026980760,1510463400,3130580000,0,Decrease,-4132239
1768309079523934000,36,ETH-USD,Buy,2602564354,1299200126,3130580000,0,Decrease,-3580596
1768309079523934000,37,ETH-USD,Sell,2782224238,1388329895,3130580000,0,Decrease,-4931298
1768309080023934000,30,ETH-USD,Buy,1931567860,963852363,3130580000,2,Increase,0
1768309080023934000,31,ETH-USD,Sell,2975552152,1485395635,3130512522,2,Increase,0
1768309081523934000,21,ETH-USD,Sell,409456380,136157895,3130512522,0,Decrease,-559913
1768309081523934000,20,ETH-USD,Buy,391300059,130042053,3130512522,0,Decrease,-506357
1768309081623934000,24,ETH-USD,Buy,848337051,282100348,3130512522,0,Decrease,-1094602
1768309081623934000,25,ETH-USD,Sell,551575602,183306959,3130512522,0,Decrease,-754102
1768309082023934000,21,ETH-USD,Sell,877169607,291512700,3130512522,3,Increase,0
1768309082023934000,20,ETH-USD,Buy,413871930,137626213,3130650000,3,Increase,0
1768309082223934000,23,ETH-USD,Sell,751918482,249887576,3130650000,0,Decrease,-1089055
1768309082223934000,22,ETH-USD,Buy,611677233,203280734,3130650000,0,Decrease,-781290
1768309082323934000,25,ETH-USD,Sell,548489880,182281471,3130650000,3,Increase,0
1768309082323934000,24,ETH-USD,Buy,924167880,307316626,3130650000,3,Increase,0
1768309082823934000,23,ETH-USD,Sell,836509680,278000051,3130650000,3,Increase,0
1768309082823934000,22,ETH-USD,Buy,814595130,270880034,3130650000,3,Increase,0
1768309083023934000,37,ETH-USD,Sell,2598752564,1296777530,3130650000,2,Increase,0
1768309083023934000,36,ETH-USD,Buy,4165642890,2079488931,3130650000,2,Increase,0
1768309090423934000,26,ETH-USD,Buy,973621263,323761524,3130905000,0,Decrease,-1287603
1768309090423934000,27,ETH-USD,Sell,1064336160,353714384,3130905000,0,Decrease,-1688257
1768309091223934000,27,ETH-USD,Sell,1147163592,381470134,3130905000,3,Increase,0
1768309091223934000,26,ETH-USD,Buy,726996141,241750451,3130905000,3,Increase,0
1768309092023934000,21,ETH-USD,Sell,877169607,291512700,3130905000,0,Decrease,-1320773
1768309092023934000,20,ETH-USD,Buy,413871930,137626213,3131000000,0,Decrease,-520334
1768309092523934000,21,ETH-USD,Sell,725139600,241133089,3131000000,3,Increase,0
1768309092523934000,20,ETH-USD,Buy,617433198,205193633,3131000000,3,Increase,0
1768309094923934000,25,ETH-USD,Sell,548489880,182281471,3131000000,0,Decrease,-813137
1768309094923934000,24,ETH-USD,Buy,924167880,307316626,3131000000,0,Decrease,-1161651
1768309095623934000,24,ETH-USD,Buy,787759599,261798774,3131000000,3,Increase,0
1768309095623934000,25,ETH-USD,Sell,762085398,253418798,3131000000,3,Increase,0
1768309097823934000,22,ETH-USD,Buy,814595130,270880034,3131030000,0,Decrease,-1063829
1768309097823934000,23,ETH-USD,Sell,836509680,278000051,3131030000,0,Decrease,-1297210
1768309098423934000,23,ETH-USD,Sell,746442318,248067664,3131050000,3,Increase,0
1768309098423934000,22,ETH-USD,Buy,589889820,196158029,3131050000,3,Increase,0
1768309102523934000,20,ETH-USD,Buy,617433198,205193633,3131112081,0,Decrease,-815854
1768309102523934000,21,ETH-USD,Sell,725139600,241133089,3131112081,0,Decrease,-1011396
1768309103023934000,20,ETH-USD,Buy,431467242,143390947,3131112081,3,Increase,0
1768309103023934000,21,ETH-USD,Sell,820977585,273002413,3131112081,3,Increase,0
1768309105523934000,33,ETH-USD,Sell,3092791554,1543921544,3131300000,0,Decrease,-5344124
1768309105523934000,32,ETH-USD,Buy,3081835308,1537835819,3131300000,0,Decrease,-3459502
1768309108023934000,41,ETH-USD,Sell,3327261082,1660968733,3131350000,0,Decrease,-6521790
1768309108023934000,32,ETH-USD,Buy,2180985274,1088311652,3131350000,2,Increase,0
1768309108023934000,40,ETH-USD,Buy,4973785872,2481919151,3131350000,0,Decrease,-5477173
1768309108023934000,33,ETH-USD,Sell,2182550950,1089092925,3131350000,2,Increase,0
1768309108223934000,25,ETH-USD,Sell,762085398,253418798,3131350000,0,Decrease,-1136912
1768309108223934000,24,ETH-USD,Buy,787759599,261798774,3131350000,0,Decrease,-997654
1768309108923934000,24,ETH-USD,Buy,493500759,164105453,3131350000,3,Increase,0
1768309108923934000,25,ETH-USD,Sell,888677130,295337033,3131350000,3,Increase,0
1768309109623934000,27,ETH-USD,Sell,1147163592,381470134,3131350000,0,Decrease,-1830774
1768309109623934000,26,ETH-USD,Buy,726996141,241750451,3131350000,0,Decrease,-952010
1768309110023934000,30,ETH-USD,Buy,1931567860,963852363,3131350000,0,Decrease,-2591341
1768309110023934000,31,ETH-USD,Sell,2975552152,1485395635,3131350000,0,Decrease,-5093897
1768309110423934000,26,ETH-USD,Buy,676371600,224916103,3131350000,3,Increase,0
1768309110423934000,27,ETH-USD,Sell,1138558860,378381062,3131350000,3,Increase,0
1768309112023934000,30,ETH-USD,Buy,2497251624,1246628011,3131350000,2,Increase,0
1768309112023934000,31,ETH-USD,Sell,2716446124,1355506616,3131350000,2,Increase,0
1768309113023934000,20,ETH-USD,Buy,431467242,143390947,3131350000,0,Decrease,-636357
1768309113023934000,40,ETH-USD,Buy,5454811700,2721951039,3131350000,2,Increase,0
1768309113023934000,21,ETH-USD,Sell,820977585,273002413,3131350000,0,Decrease,-1337370
1768309113023934000,41,ETH-USD,Sell,5974615800,2982528208,3131350000,2,Increase,0
1768309113423934000,23,ETH-USD,Sell,746442318,248067664,3131350000,0,Decrease,-1220129
1768309113423934000,22,ETH-USD,Buy,589889820,196158029,3131350000,0,Decrease,-849954
1768309113523934000,21,ETH-USD,Sell,846717039,281392296,3131350000,3,Increase,0
1768309113523934000,20,ETH-USD,Buy,425237328,141405587,3131350000,3,Increase,0
1768309114023934000,23,ETH-USD,Sell,494755674,164423803,3131365030,3,Increase,0
1768309114023934000,22,ETH-USD,Buy,547988880,182224569,3131365030,3,Increase,0
1768309121523934000,24,ETH-USD,Buy,493500759,164105453,3131390000,0,Decrease,-698668
1768309121523934000,25,ETH-USD,Sell,888677130,295337033,3131390000,0,Decrease,-1282659
1768309122223934000,24,ETH-USD,Buy,935018892,310924949,3131342575,3,Increase,0
1768309122223934000,25,ETH-USD,Sell,609359265,202510396,3131342575,3,Increase,0
1768309123523934000,20,ETH-USD,Buy,425237328,141405587,3131342575,0,Decrease,-727784
1768309123523934000,21,ETH-USD,Sell,846717039,281392296,3131342575,0,Decrease,-1447604
1768309124023934000,20,ETH-USD,Buy,477216606,158690429,3131342575,3,Increase,0
1768309124023934000,21,ETH-USD,Sell,319980096,106340052,3130920705,3,Increase,0
1768309128823934000,26,ETH-USD,Buy,676371600,224916103,3130900000,0,Decrease,-1109016
1768309128823934000,27,ETH-USD,Sell,1138558860,378381062,3130900000,0,Decrease,-1542332
1768309129023934000,22,ETH-USD,Buy,547988880,182224569,3130900000,0,Decrease,-957821
1768309129023934000,23,ETH-USD,Sell,494755674,164423803,3130900000,0,Decrease,-719258
1768309129623934000,23,ETH-USD,Sell,873521100,290300179,3130900000,3,Increase,0
1768309129623934000,27,ETH-USD,Sell,1108338600,368337862,3130900000,3,Increase,0
1768309129623934000,26,ETH-USD,Buy,629937078,209475077,3130900000,3,Increase,0
1768309129623934000,22,ETH-USD,Buy,695685978,231338778,3130900000,3,Increase,0
1768309134023934000,20,ETH-USD,Buy,477216606,158690429,3131534997,0,Decrease,-717891
1768309134023934000,21,ETH-USD,Sell,319980096,106340052,3131534997,0,Decrease,-521603
1768309134523934000,20,ETH-USD,Buy,556160613,184941943,3131534997,3,Increase,0
1768309134523934000,21,ETH-USD,Sell,513571737,170677008,3131534997,3,Increase,0
1768309134823934000,24,ETH-USD,Buy,935018892,310924949,3131534997,0,Decrease,-1406576
1768309134823934000,25,ETH-USD,Sell,609359265,202510396,3131534997,0,Decrease,-993198
1768309135023934000,34,ETH-USD,Buy,2844218264,1419264914,3131534997,0,Decrease,-3402591
1768309135023934000,35,ETH-USD,Sell,3071192204,1533139149,3131534997,0,Decrease,-5368238
1768309135523934000,24,ETH-USD,Buy,766599765,254919976,3131534997,3,Increase,0
1768309135523934000,37,ETH-USD,Sell,2598752564,1296777530,3131534997,0,Decrease,-4428763
1768309135523934000,36,ETH-USD,Buy,4165642890,2079488931,3131534997,0,Decrease,-4735519
1768309135523934000,25,ETH-USD,Sell,608770401,202314697,3131534997,3,Increase,0
1768309138023934000,43,ETH-USD,Sell,4958135194,2475101089,3131900000,0,Decrease,-9324238
1768309138023934000,42,ETH-USD,Buy,5509039104,2749010513,3131900000,0,Decrease,-4139847
1768309138023934000,35,ETH-USD,Sell,1572213800,784534687,3131900000,2,Increase,0
1768309138023934000,34,ETH-USD,Buy,1824331750,910706410,3131900000,2,Increase,0
1768309139023934000,36,ETH-USD,Buy,2961524410,1478392986,3131899758,2,Increase,0
1768309139023934000,37,ETH-USD,Sell,4533424898,2262179025,3131899758,2,Increase,0
1768309142023934000,31,ETH-USD,Sell,2716446124,1355506616,3131870000,0,Decrease,-4573762
1768309142023934000,30,ETH-USD,Buy,2497251624,1246628011,3131900000,0,Decrease,-3374585
1768309144023934000,30,ETH-USD,Buy,1664604850,830970742,3131900000,2,Increase,0
1768309144023934000,42,ETH-USD,Buy,3313550200,1654124260,3131900000,2,Increase,0
1768309144023934000,31,ETH-USD,Sell,2776429350,1385438246,3131900000,2,Increase,0
1768309144023934000,43,ETH-USD,Sell,4566310200,2278588790,3131900000,2,Increase,0
1768309144523934000,21,ETH-USD,Sell,513571737,170677008,3131890940,0,Decrease,-822188
1768309144523934000,20,ETH-USD,Buy,556160613,184941943,3131890940,0,Decrease,-762760
1768309144623934000,22,ETH-USD,Buy,695685978,231338778,3131890940,0,Decrease,-802210
1768309144623934000,23,ETH-USD,Sell,873521100,290300179,3131890940,0,Decrease,-1562012
1768309145023934000,20,ETH-USD,Buy,373947777,124350101,3131890940,3,Increase,0
1768309145023934000,21,ETH-USD,Sell,516762003,171737239,3131890940,3,Increase,0
1768309145223934000,23,ETH-USD,Sell,412783224,137181625,3131890940,3,Increase,0
1768309145223934000,22,ETH-USD,Buy,704675460,234328080,3131890940,3,Increase,0
1768309148023934000,27,ETH-USD,Sell,1108338600,368337862,3131868525,0,Decrease,-1924199
1768309148023934000,26,ETH-USD,Buy,629937078,209475077,3131868525,0,Decrease,-702653
1768309148123934000,25,ETH-USD,Sell,608770401,202314697,3131869712,0,Decrease,-942902
1768309148123934000,24,ETH-USD,Buy,766599765,254919976,3131869712,0,Decrease,-1021907
1768309148823934000,25,ETH-USD,Sell,367055130,121984655,3131869712,3,Increase,0
1768309148823934000,24,ETH-USD,Buy,482934309,160591756,3131869712,3,Increase,0
1768309148823934000,26,ETH-USD,Buy,770439948,256196965,3131869712,3,Increase,0
1768309148823934000,27,ETH-USD,Sell,940813659,312663740,3131869712,3,Increase,0
1768309153023934000,53,ETH-USD,Sell,15452333810,7713805038,3131877303,0,Decrease,-28557156
1768309153023934000,52,ETH-USD,Buy,10036503686,5008215340,3131877303,0,Decrease,-9938620
1768309153023934000,33,ETH-USD,Sell,2182550950,1089092925,3131877303,0,Decrease,-3604883
1768309153023934000,32,ETH-USD,Buy,2180985274,1088311652,3131877303,0,Decrease,-2862872
1768309155023934000,21,ETH-USD,Sell,516762003,171737239,3131877153,0,Decrease,-772450
1768309155023934000,20,ETH-USD,Buy,373947777,124350101,3131877153,0,Decrease,-561399
1768309155523934000,21,ETH-USD,Sell,668342583,222112519,3131877153,3,Increase,0
1768309155523934000,33,ETH-USD,Sell,2543084248,1268999040,3131877153,2,Increase,0
1768309155523934000,20,ETH-USD,Buy,820551813,272860830,3131877153,3,Increase,0
1768309155523934000,32,ETH-USD,Buy,2582232712,1289050570,3131877153,2,Increase,0
1768309160223934000,22,ETH-USD,Buy,704675460,234328080,3132010000,0,Decrease,-1135393
1768309160223934000,23,ETH-USD,Sell,412783224,137181625,3132010000,0,Decrease,-697525
1768309160823934000,22,ETH-USD,Buy,636424431,211632338,3132010000,3,Increase,0
1768309160823934000,23,ETH-USD,Sell,462911076,153840781,3132010000,3,Increase,0
1768309161423934000,25,ETH-USD,Sell,367055130,121984655,3132010000,0,Decrease,-606102
1768309161423934000,24,ETH-USD,Buy,482934309,160591756,3132010000,0,Decrease,-753056
1768309162123934000,24,ETH-USD,Buy,872572245,289984843,3131989395,3,Increase,0
1768309162123934000,25,ETH-USD,Sell,753556647,250582704,3131989395,3,Increase,0
1768309165523934000,20,ETH-USD,Buy,820551813,272860830,3132025000,0,Decrease,-1127579
1768309165523934000,21,ETH-USD,Sell,668342583,222112519,3132025000,0,Decrease,-982897
1768309166023934000,21,ETH-USD,Sell,431593044,143432755,3132025000,3,Increase,0
1768309166023934000,20,ETH-USD,Buy,655847082,218091017,3132030000,3,Increase,0
1768309167223934000,27,ETH-USD,Sell,940813659,312663740,3132030000,0,Decrease,-1388087
1768309167223934000,26,ETH-USD,Buy,770439948,256196965,3132030000,0,Decrease,-1056258
1768309168023934000,27,ETH-USD,Sell,786765936,261468547,3132030000,3,Increase,0
1768309168023934000,26,ETH-USD,Buy,978446172,325365968,3132030000,3,Increase,0
1768309168023934000,52,ETH-USD,Buy,14808237840,7389310683,3132030000,2,Increase,0
1768309168023934000,53,ETH-USD,Sell,11356740780,5669284998,3132030000,2,Increase,0
1768309174023934000,30,ETH-USD,Buy,1664604850,830970742,3132040000,0,Decrease,-2325253
1768309174023934000,31,ETH-USD,Sell,2776429350,1385438246,3132043132,0,Decrease,-3912702
1768309174723934000,25,ETH-USD,Sell,753556647,250582704,3132043132,0,Decrease,-1068553
1768309174723934000,24,ETH-USD,Buy,872572245,289984843,3132043132,0,Decrease,-1205645
1768309175423934000,24,ETH-USD,Buy,380230035,126363115,3132043132,3,Increase,0
1768309175423934000,25,ETH-USD,Sell,369581088,122898032,3132043132,3,Increase,0
1768309175823934000,22,ETH-USD,Buy,636424431,211632338,3132043132,0,Decrease,-990931
1768309175823934000,23,ETH-USD,Sell,462911076,153840781,3132043132,0,Decrease,-731834
1768309176023934000,21,ETH-USD,Sell,431593044,143432755,3132043132,0,Decrease,-602171
1768309176023934000,30,ETH-USD,Buy,3067847872,1530856089,3132055000,2,Increase,0
1768309176023934000,20,ETH-USD,Buy,655847082,218091017,3132055000,0,Decrease,-901226
1768309176023934000,31,ETH-USD,Sell,3030263212,1512707396,3132055000,2,Increase,0
1768309176423934000,23,ETH-USD,Sell,479204415,159351442,3132055000,3,Increase,0
1768309176423934000,22,ETH-USD,Buy,446631042,148430383,3132055000,3,Increase,0
1768309176523934000,20,ETH-USD,Buy,857556657,284994663,3132055000,3,Increase,0
1768309176523934000,21,ETH-USD,Sell,498623154,165808820,3132055000,3,Increase,0
1768309186423934000,27,ETH-USD,Sell,786765936,261468547,3132050000,0,Decrease,-1097715
1768309186423934000,26,ETH-USD,Buy,978446172,325365968,3132050000,0,Decrease,-1350768
1768309186523934000,21,ETH-USD,Sell,498623154,165808820,3132050000,0,Decrease,-687715
1768309186523934000,20,ETH-USD,Buy,857556657,284994663,3132050000,0,Decrease,-1183877
1768309187023934000,21,ETH-USD,Sell,908294499,302038198,3132050000,3,Increase,0
1768309187023934000,20,ETH-USD,Buy,541844649,180073039,3132050000,3,Increase,0
1768309187223934000,26,ETH-USD,Buy,964671399,320592462,3132050000,3,Increase,0
1768309187223934000,27,ETH-USD,Sell,762340968,253503784,3132050000,3,Increase,0
1768309188023934000,25,ETH-USD,Sell,369581088,122898032,3132050000,0,Decrease,-512543
1768309188023934000,24,ETH-USD,Buy,380230035,126363115,3132040000,0,Decrease,-527949
1768309188723934000,24,ETH-USD,Buy,855673326,284368769,3132040000,3,Increase,0
1768309188723934000,25,ETH-USD,Sell,360184599,119773386,3132040000,3,Increase,0
1768309191423934000,23,ETH-USD,Sell,479204415,159351442,3132045000,0,Decrease,-711842
1768309191423934000,22,ETH-USD,Buy,446631042,148430383,3132045000,0,Decrease,-665393
1768309191523934000,37,ETH-USD,Sell,4533424898,2262179025,3132045000,0,Decrease,-6547282
1768309191523934000,36,ETH-USD,Buy,2961524410,1478392986,3132045000,0,Decrease,-3997485
1768309192023934000,23,ETH-USD,Sell,345777768,114982634,3132045000,3,Increase,0
1768309192023934000,22,ETH-USD,Buy,712856856,236906096,3132060000,3,Increase,0
1768309195023934000,37,ETH-USD,Sell,2920019538,1457673754,3132060000,2,Increase,0
1768309195023934000,36,ETH-USD,Buy,3327813750,1660579062,3132060000,2,Increase,0
1768309197023934000,20,ETH-USD,Buy,541844649,180073039,3132056867,0,Decrease,-747330
1768309197023934000,21,ETH-USD,Sell,908294499,302038198,3132056867,0,Decrease,-1258472
1768309197523934000,21,ETH-USD,Sell,800553735,266210803,3132056867,3,Increase,0
1768309197523934000,20,ETH-USD,Buy,890130561,295820057,3132056867,3,Increase,0
1768309198023934000,34,ETH-USD,Buy,1824331750,910706410,3131950000,0,Decrease,-2353230
1768309198023934000,35,ETH-USD,Sell,1572213800,784534687,3131950000,0,Decrease,-2080613
1768309200523934000,32,ETH-USD,Buy,2582232712,1289050570,3131980000,0,Decrease,-3630581
1768309200523934000,33,ETH-USD,Sell,2543084248,1268999040,3131980000,0,Decrease,-3747873
1768309201023934000,34,ETH-USD,Buy,2929967290,1462053678,3131980000,2,Increase,0
1768309201023934000,35,ETH-USD,Sell,1636459550,816920608,3131980000,2,Increase,0
1768309201323934000,25,ETH-USD,Sell,360184599,119773386,3131980000,0,Decrease,-501929
1768309201323934000,24,ETH-USD,Buy,855673326,284368769,3131980000,0,Decrease,-1223508
1768309202023934000,25,ETH-USD,Sell,667111737,221836890,3131980000,3,Increase,0
1768309202023934000,24,ETH-USD,Buy,848766579,282073427,3131980000,3,Increase,0
1768309203023934000,32,ETH-USD,Buy,2832875910,1413605080,3131980000,2,Increase,0
1768309203023934000,33,ETH-USD,Sell,2793726160,1394628100,3131980000,2,Increase,0
1768309203023934000,41,ETH-USD,Sell,5974615800,2982528208,3131980000,0,Decrease,-10600286
1768309203023934000,40,ETH-USD,Buy,5454811700,2721951039,3131980000,0,Decrease,-7468429
1768309205623934000,27,ETH-USD,Sell,762340968,253503784,3131990000,0,Decrease,-1037795
1768309205623934000,26,ETH-USD,Buy,964671399,320592462,3131990000,0,Decrease,-1348350
1768309206023934000,31,ETH-USD,Sell,3030263212,1512707396,3131990000,0,Decrease,-4105785
1768309206023934000,30,ETH-USD,Buy,3067847872,1530856089,3131979999,0,Decrease,-4371984
1768309206423934000,27,ETH-USD,Sell,983441718,327027153,3131979999,3,Increase,0
1768309206423934000,26,ETH-USD,Buy,724740171,240855317,3131979999,3,Increase,0
1768309207023934000,22,ETH-USD,Buy,712856856,236906096,3131979999,0,Decrease,-1019298
1768309207023934000,23,ETH-USD,Sell,345777768,114982634,3131979999,0,Decrease,-516983
1768309207523934000,21,ETH-USD,Sell,800553735,266210803,3131979999,0,Decrease,-1105600
1768309207523934000,20,ETH-USD,Buy,890130561,295820057,3131979999,0,Decrease,-1271276
1768309207623934000,22,ETH-USD,Buy,883218357,293522901,3131979999,3,Increase,0
1768309207623934000,23,ETH-USD,Sell,574405131,191008853,3131979999,3,Increase,0
1768309208023934000,21,ETH-USD,Sell,777357435,258497260,3131979999,3,Increase,0
1768309208023934000,40,ETH-USD,Buy,4644726338,2317718443,3131979999,2,Increase,0
1768309208023934000,41,ETH-USD,Sell,3946294798,1969990364,3131979999,2,Increase,0
1768309208023934000,20,ETH-USD,Buy,694673163,230863048,3131979999,3,Increase,0
1768309208023934000,31,ETH-USD,Sell,2275383468,1135871428,3131979999,2,Increase,0
1768309208023934000,30,ETH-USD,Buy,1794624538,895517645,3131979999,2,Increase,0
1768309214623934000,25,ETH-USD,Sell,667111737,221836890,3131990000,0,Decrease,-955254
1768309214623934000,24,ETH-USD,Buy,848766579,282073427,3131990000,0,Decrease,-1208219
1768309215323934000,24,ETH-USD,Buy,581297343,193184484,3131990000,3,Increase,0
